title,cast,director,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,sort_order
Buddy Thunderstruck,"Brian Atkinson, Ted Raimi, Harry Chaskin, Justin Michael, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",,ts55576,SHOW,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",2017,TV-Y7,23,"['comedy', 'family', 'sport', 'animation', 'action']",['US'],2.0,tt6591468,7.7,495.0,3.267,8.4,1
Spotless,"Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen, Liam Garrigan, Ciarán Owens, Kate Magowan, Tanya Fear, Naomi Radcliffe, Lucy Akhurst, Jemma Donovan, Niall Hayes, Brendan Coyle",,ts21979,SHOW,"In London, the life of Jean, a troubled crime scene cleaner, is turned upside down when his outlaw brother Martin crash lands into his world, entangling them in the deadly dynamics of organized crime.",2015,TV-MA,58,"['crime', 'comedy', 'drama', 'european']",['FR'],1.0,tt3834000,7.7,3663.0,6.213,7.0,1
Say I Do,"Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini",,ts250803,SHOW,"In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",2020,TV-14,54,['reality'],"['GB', 'US']",1.0,tt12540060,7.7,531.0,1.323,7.7,1
The Curious Creations of Christine McConnell,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",,ts82843,SHOW,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",2018,TV-PG,27,"['comedy', 'reality', 'horror']",['US'],1.0,tt8773080,7.7,2397.0,3.175,7.3,1
Ever After High,"Jonquil Goode, Karen Strassman, Audu Paden, Julie Maddalena, Marieve Herington, Rena Strober, Evan Smith, Wendee Lee, Haviland Stillwell, Valerie Arem, Cam Clarke, Colleen Foy, Cindy Robinson, Joe Sanfelippo, Jamieson Price, Debi Derryberry, Lindsey Ames, Rajo Zakic, Erin Fitzgerald, Malcolm Danare",,ts10206,SHOW,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).",2013,TV-Y7,29,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance']",['CA'],5.0,tt3312378,7.7,1184.0,28.659,7.8,1
Rust Valley Restorers,"Mike Hall, Michael Daingerfield",,ts87369,SHOW,A crew of car lovers at a garage in the Rocky Mountains transforms abandoned heaps of rust into collectible classics.,2018,TV-14,50,['documentation'],['CA'],4.0,tt9498102,7.7,2848.0,12.127,8.1,1
You,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",Lee Toland Krieger,ts79813,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47,"['crime', 'drama', 'thriller', 'romance']",['US'],3.0,tt7335184,7.7,230119.0,85.558,8.1,1
100 Days My Prince,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",,ts83359,SHOW,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",2018,TV-14,75,"['drama', 'thriller', 'comedy', 'action', 'history', 'romance']",['KR'],1.0,tt8199972,7.7,2068.0,10.313,8.323,1
If I Hadn't Met You,"Pablo Derqui, Mercedes Sampietro, Andrea Ros, Javier Beltrán, Paula Malia, David Vert, Muguet Franc, Miquel García Borda, Berta Garcia, Joel Bramona, Montse Guallar, Abel Folk, Sergi López, Òscar Jarque, Eli Iranzo",,ts89130,SHOW,"Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",2018,TV-MA,52,"['thriller', 'drama', 'scifi', 'fantasy', 'romance']",['ES'],1.0,tt9817268,7.7,2283.0,4.495,6.9,1
The Lincoln Lawyer,"Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",Brad Furman,ts271450,SHOW,"Sidelined after an accident, hotshot Los Angeles lawyer Mickey Haller restarts his career — and his trademark Lincoln — when he takes on a murder case.",2022,TV-MA,50,"['crime', 'drama', 'thriller']",['US'],1.0,tt13833978,7.7,30295.0,68.925,8.1,1
Norsemen,"Kåre Conradi, Silje Torp, Nils Jørgen Kaalstad, Marian Saastad Ottesen, Trond Fausa, Kristine Riis, Jon Øigarden, Henrik Mestad, Øystein Martinsen, Mikkel Bratt Silset, Mads Jørgensen, Nikis Theophilakis",,ts70529,SHOW,"Norsemen is an epic and humorous drama series set in the Viking Age. The residents of an 8th-century Viking village experience political rivalry, social change and innovations that upend their culture and way of life.",2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,tt5905354,7.7,18456.0,30.431,7.0,1
Good Girls,"Christina Hendricks, Retta, Mae Whitman, Matthew Lillard, Reno Wilson, Manny Montana, Lidya Jewett, Izzy Stannard, David Hornsby, Zach Gilford",,ts57120,SHOW,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018,TV-14,42,"['drama', 'crime', 'comedy']",['US'],4.0,tt6474378,7.7,50919.0,33.403,8.1,1
Bumping Mics with Jeff Ross & Dave Attell,"Jeff Ross, Dave Attell",,ts85967,SHOW,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.",2018,TV-MA,36,['comedy'],['US'],1.0,tt9203078,7.7,1167.0,1.36,7.8,1
The Queen of Flow,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo",,ts81821,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018,TV-MA,45,"['drama', 'family', 'music']",['CO'],2.0,tt8560918,7.7,1247.0,257.952,8.0,1
Home for Christmas,"Ida Elise Broch, Gabrielle Susanne Solheim Leithaug, Dennis Storhøi, Anette Hoff, Felix Sandman, Ghita Nørby, Hege Schøyen, Bjørn Skagestad, Mads Sjøgård Pettersen",,ts189422,SHOW,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.",2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2.0,tt10069398,7.7,13794.0,8.298,7.3,1
Yowamushi Pedal,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",,ts20709,SHOW,"Sakamichi Onada is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.",2013,TV-14,25,"['comedy', 'animation', 'drama', 'sport']",['JP'],4.0,tt2943280,7.7,824.0,23.065,7.3,1
Miss in Kiss,"Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",,ts52950,SHOW,"After an earthquake destroyed Xiang Qin's house, she and her father moved in with the family of her father's college buddy, Uncle Ah Li. To her surprise, the kind and amicable aunt and uncle are the parents of her cold and distant schoolmate Jiang Zhi Shu, a genius with an IQ of 200 whom not too long ago rejected her endless crush on him. Will the close proximity give her a second chance to win Zhi Shu's heart? Or, will her love for him end under his cold words? What happens when there is competition for his heart?",2016,TV-14,27,"['comedy', 'drama']",['TW'],1.0,tt6954524,7.7,98.0,2.05,8.0,1
Invisible City,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",,ts288195,SHOW,An environmental police officer uncovers a hidden world of mythological entities from Brazilian folklore when he finds a connection between the mysterious appearance of a dead river dolphin on a Rio de Janeiro beach and the death of his beloved wife.,2021,TV-MA,37,"['thriller', 'drama', 'crime', 'fantasy']",['BR'],2.0,tt8878862,7.7,18.0,10.14,7.1,1
Miraculous: Tales of Ladybug & Cat Noir,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, André Gordon, Matthew Mercer, Christopher Corey Smith, Philece Sampler, Selah Victor, Marieve Herington, Ben Diskin, Kira Buckland, Erin Fitzgerald, Grant George, Ethan Murray, David Roach, Todd Haberkorn",Thomas Astruc,ts42062,SHOW,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,tt2580046,7.7,10102.0,266.566,8.0,1
Teasing Master Takagi-san,"Rie Takahashi, Yuki Kaji, Konomi Kohara, M・A・O, Yui Ogura, Yuma Uchida, Kotori Koiwai, Nobuhiko Okamoto, Fukushi Ochiai",,ts77518,SHOW,"""If you blush, you lose."" Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her some day. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?",2018,TV-PG,24,"['animation', 'romance', 'comedy']",['JP'],3.0,tt7808344,7.7,2153.0,49.106,8.274,1
New Girl,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.",,ts20564,SHOW,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",2011,TV-14,21,"['comedy', 'romance']",['US'],7.0,tt1826940,7.7,219079.0,72.923,7.3,1
Mine,"Lee Bo-young, Kim Seo-hyung, Lee Hyun-wook, Ok Ja-yeon, Cha Hak-yeon, Jeong E-suh, Park Hyuk-kwon, Park Won-sook",,ts287703,SHOW,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",2021,TV-14,70,"['thriller', 'drama']",['KR'],1.0,tt14023192,7.7,1169.0,11.801,7.5,1
The Naked Director,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo",,ts216493,SHOW,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,2019,TV-MA,50,"['drama', 'comedy']",['JP'],2.0,tt10477528,7.7,6147.0,252.688,7.5,1
Workin' Moms,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim, Philip Sternberg, Ryan Belleville, Olunike Adeliyi, Dennis Andres, Katherine Barrell, Sarah McVie, Peter Keleghan",,ts53663,SHOW,"Four women juggle love, careers, and parenthood. They support, challenge, and try not to judge each other as life throws them curveballs. Whether it is an identity crisis, a huge job opportunity, postpartum depression, or an unplanned pregnancy – they face both the good and bad with grace and humour.",2017,TV-MA,23,"['comedy', 'drama']",['CA'],6.0,tt6143796,7.7,16488.0,23.833,7.9,1
The Princess Weiyoung,"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",,ts52825,SHOW,A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.,2016,TV-14,45,"['drama', 'history', 'romance']",['CN'],1.0,tt6353308,7.7,800.0,10.875,7.2,1
Surviving Escobar - Alias JJ,"Juan Pablo Urrego, Amparo Grisales, Nicole Santamaría, Elkin Díaz, Francisco Javier Rueda, Ramsés Ramos, Lina Marcela Castrillón, Toto Vega, Camilo Sáenz, Mijail Mulkay, Natasha Klauss, Nelson Camayo",,ts56033,SHOW,"As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",2017,TV-MA,42,"['crime', 'drama']",['CO'],1.0,tt6809396,7.7,995.0,106.508,7.8,1
The Vampire Diaries,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",,ts21247,SHOW,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,tt1405406,7.7,314422.0,479.354,8.348,1
3Below: Tales of Arcadia,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",,ts85659,SHOW,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2018,TV-Y7,22,"['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation']",['US'],2.0,tt7736544,7.7,6158.0,27.194,7.7,1
Myths & Monsters,Nicholas Day,Daniel Kontur,ts68146,SHOW,This documentary series tells the stories that have gripped imaginations for centuries and reveals the fascinating and unexpected history behind them.,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",['GB'],1.0,tt7531644,7.7,841.0,1.804,7.4,1
Her Private Life,"Park Min-young, Kim Jae-uk, Ahn Bo-hyun, Jung Je-won, Park Jin-joo, Kim Bo-ra, Maeng Sang-hun, Kim Mee-kyung, Kim Sun-young, Lee Il-hwa",,ts89075,SHOW,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",2019,TV-14,75,"['comedy', 'drama', 'romance']",['KR'],2.0,tt9899340,7.7,3826.0,14.707,7.933,1
Alias Grace,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",,ts58155,SHOW,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",2017,TV-MA,44,"['drama', 'crime', 'history', 'thriller']",['CA'],1.0,tt1034007,7.7,32177.0,13.586,7.3,1
Seven Seconds,"Clare-Hope Ashitey, Regina King, Beau Knapp, Michael Mosley, David Lyons, Russell Hornsby, Raúl Castillo, Patrick Murney",,ts77197,SHOW,Tensions run high between African American citizens and Caucasian cops in Jersey City when a teenage African American boy is critically injured by a cop.,2018,TV-MA,62,"['crime', 'drama']",['US'],1.0,tt6297682,7.7,15323.0,9.766,7.4,1
Familiar Wife,"Ji Sung, Han Ji-min, Kang Han-na, Jang Seung-jo",,ts82298,SHOW,"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",2018,TV-MA,62,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],1.0,tt8487786,7.7,1015.0,19.741,8.1,1
A Very Secret Service,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc",,ts37944,SHOW,"At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",2015,TV-MA,27,"['comedy', 'european']",['FR'],2.0,tt4367560,7.7,3574.0,9.227,7.5,1
Nobody's Looking,"Victor Lamoglia, Júlia Rabello, Kéfera Buchmann, Augusto Madeira, Danilo de Moura, Leandro Ramos, Telma Souza, Priscila Sol, Wallie Ruy, Maurício de Barros, Hermínio Ribeiro",,ts222634,SHOW,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.",2019,TV-MA,26,"['comedy', 'drama', 'fantasy']",['BR'],1.0,tt11131980,7.7,2024.0,3.534,7.6,1
